_OldCustomerID;_OldCityName;Current City;_OldCountryName;Current Country;Address
12074;-3140 Pottenbrunn;Pottenbrunn;AUSTRIA;Austria;Bründlweg 17
11553;32009 Σχηματάρι;Σχηματάρι;;Ελλάδα;Ταχ.Θυρίδα 23
11826;32011 Oinofyta;Οινόφυτα;;Ελλάδα;56th km Athens – Lamia National Road
12934;322 ΘΗΒΑ;Θήβα;;Ελλάδα;4ο χλμ ΠΕΘ ΘΗΒΩΝ-ΕΛΕΥΣΙΝΑΣ
10164;3505 Limassol;Λεμεσός;Cyprus;Κύπρος;1 - 10 Constantinoupoleos St.
10976;3rd Floor, Shefayim;Shefayim;Israel;Israel;Shefayim Commerical Centre,
11011;40b River Road, London;London;UK;United Kingdom;Media Park
9674;4160 ΛΕΜΕΣΣΟΣ;Λεμεσός;ΚΥΠΡΟΣ;Κύπρος;NULL
6223;43/1 Tepebasi 80050 Istanbul;Instanbul;TOURKEY;Turkey;Tarlabasi Bulvari, Refik Saydam, Cd. Akarca Sk. Guzel Isik Apt:
11042;65-66,Motijeel Commercial Area;Motijheel;BANGLADESH;Bangladesh;Dhaka Chamber fo Commerce Bldg.(3rd Floor)
13222;7556 PD Hengelo;Hengelo;The Netherlands;Netherlands;Lintelerweg 40
10568;79141 P.Faliro;Παλαιό Φάληρο;;Ελλάδα;367 Sygrou Ave.
8497;7ο ΧΛΜ. ΕΘΝ.ΟΔΟΥ ΑΘΗΝΩΝ-ΛΑΜΙΑΣ;Νέα Φιλαδέλφια;ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ;Ελλάδα;ΑΝΤΙΟΧΕΙΑΣ 68
10573;80112 Piraeus 18510;Πειραιάς;;Ελλάδα;1 - 3 Filellinon Str.
11017;85100 ΡΟΔΟΣ;Ρόδος;;Ελλάδα;ΗΛΙΟΥΠΟΛΗ 144
11045;85737 Ismaning;Ismaning;Germany;Germany;Carl Zeis-Ring 19a
12618;92310 Sevres;Sevres;;France;IT and digital services, 47 avenue de l’Europe
12146;92635 GENNEVILLIERS CEDEX;Gennevilliers;FRANCE;France;27/41 Boulevard Louise Michel - Zone ACTIWEST
12601;A-1400 Vienna,;Vienna;Austria;Austria;Wagramerstrasse 5, P.O. Box 1200
10812;Abuja;Abuja;Nigeria;Nigeria;Plot 1507A (15A) T. Y. Danjuma Str, Asokoro
12353;Abuja;Abuja;Nigeria;Nigeria;Coscharis Center, 388 Constitution Ave, 4th Floor
7727;Acharnai;Αχαρνές;;Ελλάδα;Dimokratias ave. 125 -127
11193;Adama;Adama;Ethiopia;Ethiopia;P.O.Box 2919
11304;Addis Ababa;Addis Ababa;Ethiopia;Ethiopia;P.O. Box 5544
11305;Addis Ababa;Addis Ababa;Ethiopia;Ethiopia;"Megenagna Sq. (Adwa Sq.); Mulugeta Zeleke Bldg. 5th Flr."
11578;Addis Ababa;Addis Ababa;Ethiopia;Ethiopia;Off Debre Zeit Road, P.O.Box 1168
11608;Addis Ababa;Addis Ababa;Ethiopia;Ethiopia;P.O. Box 30702
11703;Addis Ababa;Addis Ababa;Ethiopia;Ethiopia;4th floor room No 406
11757;Addis Ababa;Addis Ababa;Ethiopia;Ethiopia;Debrezeit Road, Near Kadisco Building
12662;Addis Ababa;Addis Ababa;Ethiopia;Ethiopia;P.O. Box 3243
13029;Addis Ababa;Addis Ababa;Ethiopia;Ethiopia;NULL
13130;Addis Ababa;Addis Ababa;Ethiopia;Ethiopia;Cameroon Str Edna Mall 5th floor
13155;Addis Ababa;Addis Ababa;Ethiopia;Ethiopia;Legehar
13318;Addis Ababa;Addis Ababa;Ethiopia;Ethiopia;NULL
13686;Addis Ababa;Addis Ababa;Ethiopia;Ethiopia;NULL
1296;Aegina;Αίγινα;;Ελλάδα;7, Neoptolemou Str.,
10348;Ag.Paraskevi;Αγία Παρασκευή;Greece;Ελλάδα;29, Salaminos str.
13233;Agia Paraskevi;Αγία Παρασκευή;Greece;Ελλάδα;Solomou 61A
5723;Agia Paraskevi, Athens;Αγία Παρασκευή;;Ελλάδα;350 Messogion Av.
11599;Aglantzia;Αγλαντζιά;Cyprus;Κύπρος;71 Larnacos Avenue, Center Court Building, Office 101, 1st Floor.
13843;Aigaleo;Αιγάλεω;Greece;Ελλάδα;Kritis 26 Str
12425;AinMousses Setief;Ain Mousse;Algeria;Albania;Cite 500 LOGTS AADL Office N°51
8220;Al Rai;Al Rai;Kuwait;Kuwait;Bldg. 399, Ghazalee street, P.O.Box 5608
4527;Albstadt;Albstadt;Germany;Germany;Im Anwandel 12
1607;Aleppo;Aleppo;Syria;Syria;NULL
11976;ALGER;Alger;ALGERIE;Algeria;24 Ave Souidani Boudjemaa, Sous-Direction des Achats
12065;Alicante;Alicante;SPAIN;Spain;C.I.C.E. Consultores, Calle Capitán DEMA 1 - 3o
8229;Al-Khobar;Al-Khobar;Saudi Arabia;Saudi Arabia;P.O.Box 268
6031;Amaroussion;Μαρούσι;;Ελλάδα;Polis Center, 62B Kifissias Ave
10527;Ambelokipi - Athens;Αμπελόκηποι;;Ελλάδα;Paster 6
6563;Amman;Amman;Jordan;Jordan;P.O.Box: 840228
8219;Amman;Amman;Jordan;Jordan;P.O.Box 910642
11789;Amman;Amman;Jordan;Jordan;Um-Authina, Al-Kofeh Str.,Bld. # 53, P.O. Box 910438
9578;Amman 11122;Amman;Jordan;Jordan;Dliwan Al-Majati St.,Abu Obaid Bldg., Jabal Al-qosour
12492;Anixi;Άνοιξη;;Ελλάδα;Agiou Athanassiou
11146;Ankara;Ankara;;Turkey;Akdeniz Cad. No. 19 Anittepe
11681;ANKARA;Ankara;;Turkey;ALINTERİ BUL NO: 134 OSTİM
11682;ANKARA;Ankara;TURKİYE;Turkey;ALINTERİ BUL NO: 134 OSTİM
3175;Argyroupoli;Αργυρούπολη;;Ελλάδα;Kritis & Gravias 12
13234;Argyroupolis;Αργυρούπολη;Freece;Ελλάδα;20 Kritis Str
12386;Asmara;Asmara;Eritrea;Eritrea;NULL
13400;Asmara;Asmara;Eritrea;Eritrea;Ministry of Information,MOI Building, Denden str. 174, P.O. BOX 242
9913;Aspropyrgos;Ασπρόπυργος;Greece;Ελλάδα;17th km Nat. Rd. Athens - Korinth
2703;Athens;Αθήνα;;Ελλάδα;2 Adrianiou Str και Παπαδά - Ψυχικό
4306;Athens;Αθήνα;Greece;Ελλάδα;44, Alimou Ave. & 17, Roma Str.
5400;Athens;Αθήνα;;Ελλάδα;Anatoliou 12 Ag.Artemios
5903;Athens;Αθήνα;;Ελλάδα;20 Vas. Konstantinou Ave
8605;Athens;Αθήνα;;Ελλάδα;Λ. Κηφισσού 54 & Ακράγαντος 24
9156;ATHENS;Αθήνα;;Ελλάδα;22,ASKLIPIOU & SKOUFA STR
9384;Athens;Αθήνα;;Ελλάδα;Favierou 24-26
10002;Athens;Αθήνα;Greece;Ελλάδα;109 Aghias Lavras
10177;Athens;Αθήνα;Greece;Ελλάδα;33 Vassileos Konstantinou aven.
10242;Athens;Αθήνα;GR;Ελλάδα;Nikis 50A
10261;Athens;Αθήνα;Greece;Ελλάδα;Leonidou St. 16-18
10298;Athens;Αθήνα;;Ελλάδα;kifisou Avenue 99
10689;Athens;Αθήνα;Greece;Ελλάδα;NULL
11094;ATHENS;Αθήνα;Greece;Ελλάδα;NULL
11302;Athens;Αθήνα;;Ελλάδα;47-49 Persefonis Street
11483;Athens;Αθήνα;Greece;Ελλάδα;Zaloggou 13-15
11574;Athens;Αθήνα;;Ελλάδα;Sapfous 6
11648;Athens;Αθήνα;Greece;Ελλάδα;Nikis 50A, Syntagma
11725;Athens;Αθήνα;;Ελλάδα;26, Akadimias str.
12048;Athens;Αθήνα;;Ελλάδα;41 Sof.Venizelou str.
12157;Athens;Αθήνα;Greece;Ελλάδα;5 Panathinaikou Str.
12328;Athens;Αθήνα;;Ελλάδα;Vassilissis Sophias 18
12347;Athens;Αθήνα;;Ελλάδα;6 mavrokordatou str.
12384;Athens;Αθήνα;;Ελλάδα;47 Alopekis Street
12404;Athens;Αθήνα;Greece;Ελλάδα;56 Vouliagmenis Avenue
12428;Athens;Αθήνα;;Ελλάδα;Othonos 6
12479;ATHENS;Αθήνα;GREECE;Ελλάδα;L. MESOGEION 2A
12545;ATHENS;Αθήνα;GREECE;Ελλάδα;3rd SEPTEMBRIOU STR 166
12622;Athens;Αθήνα;Greece;Ελλάδα;Sinesiou Kirinis Street, 3-5-7
12633;Athens;Αθήνα;Greece;Ελλάδα;51str ikoniou N.Smirni
12638;Athens;Αθήνα;Greece;Ελλάδα;15 Tsiklitira Str  Heraklion
12674;Athens;Αθήνα;Greece;Ελλάδα;Kifisias Av 7
12684;Athens;Αθήνα;Greece;Ελλάδα;87 Kifisou avenue
12712;ATHENS;Αθήνα;GREECE;Ελλάδα;ARISTAIOU 25-27 & VOULIAGMENIS AV.
12746;Athens;Αθήνα;Greece;Ελλάδα;42 Teo Str.
12759;Athens;Αθήνα;;Ελλάδα;Doiranis 53, Kallithea
12795;Athens;Αθήνα;Greece;Ελλάδα;Λασκαράτου 2Α
12808;Athens;Αθήνα;Greece;Ελλάδα;209-211 Syggrou ave
12857;Athens;Αθήνα;Greece;Ελλάδα;21, Ipirou Street
13033;Athens;Αθήνα;;Ελλάδα;5 Isavron st
13193;Athens;Αθήνα;Greece;Ελλάδα;Αγίου Νικολάου 62, Γλυφαδα, Αττική
13239;Athens;Αθήνα;Greece;Ελλάδα;ΑΣΚΛΗΠΙΟΥ 120
13255;Athens;Αθήνα;Greece;Ελλάδα;8-10 Sorou str
13381;Athens;Αθήνα;Greece;Ελλάδα; Παπάζογλου 4,Ταύρος
13557;Athens;Αθήνα;;Ελλάδα;Kolokotroni 60
13577;Athens;Αθήνα;;Ελλάδα;I. Drosopoulou 61
13579;Athens;Αθήνα;;Ελλάδα;Ipsilantou 7
13757;ATHENS;Αθήνα;GREECE;Ελλάδα;2, I.GENNADIOU STR
13762;Athens;Αθήνα;Greece;Ελλάδα;3, Eptanisou str.112 57
11471;Athens, Voula;Βούλα;Greece;Ελλάδα;7, Alkyonidon Str
12766;Athens.;Αθήνα;Greece;Ελλάδα;42 Alimou Avenue Alimos
2714;Atrina Center Μαρούσι;Μαρούσι;;Ελλάδα;Λεωφ. Κηφισίας 32
11892;Austin Texas;Texas;USA;United States of America;1407 Elm Brook Dr
1996;Aγία Παρασκευή;Αγία Παρασκευή;;Ελλάδα;Μεσογείων 432
9003;Aγλατζιά, Λευκωσία;Λευκωσία;Κύπρος;Κύπρος;Λ. Λεμεσσού 2, Aluminium Tower 2003
8353;AΘΗΝΑ;Αθήνα;;Ελλάδα;Λ.ΣΥΓΓΡΟΥ 46
5872;Aθήνα;Αθήνα;;Ελλάδα;Λ.Κηφισίας 116 & Δαβάκη 1
8447;B’Kara;Birkirkara;Malta;Malta;Studio 7 Complex,Victory street,
12559;B-1047 Bruxelles;Brussels;Belgique;Belgium;ASP 02E252, Rue Wiertz 60,
12160;B-1047, Brussels;Brussels;Belgium;Belgium;Willy Brandt Building, Office 01M043, Rue Wiertz 60
11702;B-1049 Brussels;Brussels;Belgium;Belgium;Office C107 2/044
13123;B-1049 Brussels;Brussels;Belgium;Belgium;LX46 06/162,
12897;Bacau;Bacau;Romania;Romania;Str. Aprodu Purice, nr1, sc.B, ap.20
11501;Bahir Dar;Bahir Dar;Ethiopia;Ethiopia;Bahir Dar Air Port Street
11852;Baku AZ;Baku;Azerbaijan;Azerbaijan;str. M.Rustamov 15/38
10763;Balzan;Balzan;Malta;Malta;Flat 3,Auberge'B'San Anton,old railway road
12820;Balzan;Balzan;MALTA;Malta;Suite 1, 141, Balzan Valley
6173;BARCELONA;Barcelona;Spain;Spain;Torres Cerdá - Edificio Central General Almirante 2-28, plta. 5ª
12732;Barcelona;Barcelona;Spain;Spain;Av. Barcelona, 211 Nave 7. P.I. El Pla, Molins de Rei
11324;Basinstoke, Hampshire;Basingstoke;UK;United Kingdom;59 Tempus Business Centre, Kingsclere Road
12212;BE-2440;Brussels;BELGIUM BRUSSEL;Belgium;Liesdonk 5
13226;Beau Bassin-Rose Hill;Beau Bassin-Rose Hill;Mauritius;Mauritius;er etage, Le Windsor, Royal Rd, Coignet, Grand Port District
11043;Beckenham, Kent;Beckenham;U.K.;United Kingdom;139 Ravenscroft Road
8107;Beirut;Beirut;Lebanon;Lebanon;Berytech Technological Pole - Mar Roukoz,Po-Box: 116-5004
8228;Beirut;Beirut;Lebanon;Lebanon;P.O.Box 116
12403;Beirut;Beirut;Lebanon;Lebanon;Museum str., Badaro 4916 bldg., 5th floor
8653;Belgrade;Belgrade;Serbia & Monten;Serbia;Vasina 2-4
10045;Belgrade;Belgrade;Serbia;Serbia;Omladinskih brigada 21
11121;BELGRADE;Belgrade;SERBIA;Serbia;TERAZIJE 43
1651;Beograd;Belgrade;Servia;Serbia;NULL
1920;Beograd;Belgrade;Serbia;Serbia;Batajnicki Put 23
8192;Beograd;Belgrade;Serbia;Serbia;Licka 1b
12470;Bergeijk;Bergeijk;Netherlands;Netherlands;Stökskesweg 11
10720;Bergen;Bergen;Norway;Norway;Nostegaten 72, Postbooks 7222
10721;Bergen;Bergen;;Ελλάδα;Nostegaten 72, Postbooks 7222
12547;Berlin;Berlin;Germany;Germany;Unter den Linden 78
11616;Besiktas – Istanbul;Instanbul;Turkey;Turkey;Nüzhetiye Cad. No:46/A
13302;Birkirkara;Birkirkara;Malta;Malta;B'Kara, BKR 9035
12176;Birmingham B16 8LA;Birmingham;United Kingdom;United Kingdom;95a Hangley Road
12652;Blagoevgrand;Blagoevgrad;Bulgaria;Bulgaria;Treti Mart str 15
12468;Bologna;Bologna;ITALY;Italy;NULL
12886;Bologna;Bologna;Italy;Italy;via Zanardi, 50
12301;Bordeaux - Mérignac;Merignac;FRANCE;France;20, avenue Neil Armstrong
12170;Boulogne Billancourt;Boulogne-Billancourt;France;France;1 Quai du point du jour
8047;Bratislava;Bratislava;Slovakia;Slovakia;Povazska 48
8194;Bratislava;Bratislava;Slovak Republic;Slovakia;Hanulova 5/b
8267;Bratislava;Bratislava;Slovakia;Slovakia;Zelezniciarska 18
13424;Bratislava I;Bratislava;Slovakia;Slovakia;Landererova 12
12124;Brescia;Brescia;Italy;Italy;Via Ghislandi, 47
9516;Brighton;Brighton;UK;United Kingdom;Castle House, Sea View Way
10798;BRISTOL BS14 OAF;Bristol;UK;United Kingdom;Western Drive
12360;Brusells;Brussels;Belgium;Belgium;Rue de la Loi 200, BERL 04/276
11623;Brussels;Brussels;Belgium;Belgium;Rue de la Loi 175
12459;Brussels;Brussels;Belgium;Belgium;NULL
12461;Brussels;Brussels;Belgium;Belgium;96 Rue de la Fusee,
12704;Brussels;Brussels;Belgium;Belgium;J59 05/10, Avenue du Bourget 1
12739;Brussels;Brussels;;Belgium;Rue Wiertz 60
12822;Brussels;Brussels;Belgium;Belgium;J-79 03/215
12900;Brussels;Brussels;Belgium;Belgium;Rue de la Loi 155
12910;BRUSSELS;Brussels;BELGIUM;Belgium;Rue de la Loi 175, 1048
12942;BRUSSELS;Brussels;BELGIUM;Belgium;Head of Unit C1, Administration Place Rogier 16, COV2 14/078
13026;BRUSSELS;Brussels;;Belgium;COV2 25/P108
13060;Brussels;Brussels;Belgium;Belgium;Bvd Charlemagne 1
13163;Brussels;Brussels;Belgium;Belgium;Directorate D - Unit D.4, Rue Joseph II, 30
13167;Brussels;Brussels;Belgium;Belgium;ORBN 01/078
13190;Brussels;Brussels;Belgium;Belgium;TO 56‐4
13382;Brussels;Brussels;Belgium;Belgium;BRU – RMD 06J046
13402;Brussels;Brussels;Belgium;Belgium;Rue de la Loi 175
12828;Brussels / Belgique;Brussels;;Belgium;Rue Belliard 99
13028;Brussels,;Brussels;Belgium;Belgium;Rue Belliard 101
6712;Bucharest;Bucharest;Romania;Romania;67-77 Biharia St (Complex Metav), Sector 1
8268;Bucharest;Bucharest;Romania;Romania;Mitropolit Nifon str.5, Sector 4
11314;Bucharest;Bucharest;Romania;Romania;105 Pache Protopopescu Blvd
11886;Bucharest;Bucharest;Romania;Romania;20P Smaranda Braescu St, sector 1,
12923;Bucharest, Sector 3;Bucharest;Romania;Romania;Splaiul Unirii No.165, Timpuri Noi Offices 01, 10th Floor
8187;Bucuresti;Bucharest;Romania;Romania;Str.Radu Beller 25 - Sector 1
11147;Bucuresti,;Bucharest;Romania;Romania;B-dul ION IONESCU DE LA BRAD, Nr. 67 SECTOR 1,Bucuresti, Romania
8186;Budapest;Budapest;Hungary;Hungary;Roppentyu u. 60
12747;Budva;Budva;Montenegro;Montenegro;Sveti Stefan
10594;Bundang-Gu,Sungnam-City,;Bundang-gu;Kyonggi-DoKorea;South Korea;KAONMEDIA Building, 51304 Yatap-Dong,
10963;Burlington;Burlington;MA;United States of America;111 South Bedford str, suite 201
10972;Burlington;Burlington;USA;United States of America;75 Network Drive
11536;Bürstadt;Bürstadt;Germany;Germany;St.-Wendelin-Str. 8
10729;Buttenheim;Buttenheim;Germany;Germany;Industriegebiet See
1647;Cabridge;Cambridge;U.K.;United Kingdom;515 Coldhams Lane
8238;Caglayan-Istanbul;Caglayan;Turkey;Turkey;Kagithane Cd. Yavuz Sk. No.2 Kat.5
9726;Cairo;Cairo;Egypt;Egypt;8 El-Gazaer St New Maadi
1986;California;California;USA;United States of America;Studio
4957;Camberley, Surrey;Camberley;United Kingdom;United Kingdom;3rd floor, St. George's House, Knoll Road
8996;Chalandri;Χαλάνδρι;;Ελλάδα;62a ethn. Antistaseos str.
12852;Chalandri;Χαλάνδρι;;Ελλάδα;16 Pentelis Ave
13074;Chalandri;Χαλάνδρι;;Ελλάδα;7 Poseidonos Str
13477;Chalandri;Χαλάνδρι;;Ελλάδα;K.Varnali 12 ,
13250;Chalkidiki;Χαλκιδική;Greece;Ελλάδα;Stratoni
12350;Chania;Χανιά;;Ελλάδα;Platanias,
12555;Chania;Χανιά;Greece;Ελλάδα;47 Chrisopigis Avenue
10598;Chesham, Buckinghamshire;Chesham;UNITED;United Kingdom;Aerial house, Asheridge Road
10653;Chesham, Buckinghamshire;Chesham;UK;United Kingdom;Aerial House, Asheridge Road,
8129;Collegno (TO);Collegno;Italy;Italy;Via E. DE Amicis
6346;Colombes;Colombes;France;France;142-176 Ave.De Stallngrad
10652;Conflans -Sainte-Honorine;Conflans-Sainte-Honorine;FRANCE;France;1, rue de l'Hautil
6068;Corsico (MI);Corsico;Italy;Italy;Via Monferrato, 7
9613;CY 1041 NICOSIA;Λευκωσία;CYPRUS;Κύπρος;31A Michael Parida str. Pallouriotisa
13205;CY-2223 Latsia, Lefkosia;Λευκωσία;Cyprus;Κύπρος;87, Arch. Makarios III Ave.
11659;Cyprus;Κερύνεια;;Κύπρος;Kyrenia,
12252;DALLAS;Dallas;U.S.A;United States of America;12820 West Creek Parkway  Suite M  Richmond
8225;Damascus;Damascus;Syria;Syria;Al-Jesser Al-Abyad street, Al-Estwani Building, floor 1,door 2,P.O.Box 33608
11310;Damascus;Damascus;Syria;Syria;P.O.Box: 35157
11790;Dar Es Salaam;Dar Es Salaam;Tanzania;Tanzania; P.O Box 2517
11844;Dar Es Salaam;Dar Es Salaam;Tanzania;Tanzania;NULL
11849;Dar Es Salaam;Dar Es Salaam;Tanzania;Tanzania;P.O. Box 105133
11850;Dar Es Salaam;Dar Es Salaam;Tanzania;Tanzania;NULL
9651;Dietzenbach;Dietzenbach;Germany;Germany;Justus-von-Liebig-Straβe 9
12072;Dodoma, Tanzania;Dodoma;Tanzania;Tanzania;P.O Box 941
6245;Doha;Doha;Qatar;Qatar;NULL
8224;Doha;Doha;Qatar;Qatar;P.O.Box 22119
10996;Doha;Doha;Qatar;Qatar;P.O. Box 55039
11092;DOHA;Doha;QATAR;Qatar;P.O. BOX 9213
11685;Doha;Doha;Qatar;Qatar;P.O Box 22658
11788;Doha;Doha;Qatar;Qatar;P.O.Box:12221
10844;Dormelletto (NO);Dormelleto;Italy;Italy;Via Buonarroti 1
8217;Dubai;Dubai;UAE;United Arab Emirates;Sheikh Zayed Road,Crown plaza Hotel & Commercial Tower, 8th Floor
11088;Dubai;Dubai;U.A.E.;United Arab Emirates;PO BOX 261526 Jebel Ali Free Zone
11093;Dubai;Dubai;UAE;United Arab Emirates;Office 115, Commercial Bank of Dubai Building, Sheikh Zayed Road
12149;Dubai;Dubai;Unit Arabic Emi;United Arab Emirates;Emaar Business Park, Building 3, Suite 302, 3rd fl., Sheikh Zayed Road
13772;DUBAI;Dubai;UAE;United Arab Emirates;Coca-Cola Arena, Meraas Office,32C St Satwa
13717;Dubai Deira;Deira;;United Arab Emirates;Alliance Business Centers, Block B, 4th floor office No. 425, Business Village
10646;Dubai Media City, Dubai;Dubai;Un.ArabEmirates;United Arab Emirates;Office 2202, 22nd Floor, Al Shatha Tower,
8860;Dubai- UAE;Dubai;UAE;United Arab Emirates;NULL
11008;Duisburg;Duisburg;Germany;Germany;Baumstrasse 46-50
13357;E-41092, Seville;Seville;Spain;Spain;Edificio EXPO – Calle Inca Garcilaso, 3,
12330;Edinburgh;Edinburgh;UK;United Kingdom;Saughton House, Broomhouse Drive, EH11 3XD
12119;Elefsina;Ελευσίνα;Greece;Ελλάδα;69 Okeanidon & 38 Charilaou Trikoupi Str.
12509;ELSINSKI;Helsinki;FINLAND;Finland;ANNANKKATU 18, DIRECTORATE R, UNIT 3
11123;Engomi, 2404 Nicosia;Λευκωσία;Cyprus;Κύπρος;1 Diogenous street. Block C, 4th Floor
13329;EP Zoetermeer;Zoetermeer;Netherlands;Netherlands;Einsteinlaan 10
11032;Erding;Erding;Germany;Germany;Heilig Geist Hof 2
12745;Europe;Birkirkara;MALTA;Malta;Victory Street. Birkirkara BKR 2693
13052;Famagusta;Famagusta;CYPRUS;Κύπρος;Nikiforou Foka 1
12286;Fgura;Fgura;Malta;Malta;Serenade 85/87 Liedna Street,
11476;Finfinne, Addis Ababa;Addis Ababa;Ethiopia;Ethiopia;Road from Addis Ababa Abattoir to Pushkin Square
10872;Floriana;Floriana;Malta;Malta;Notre Dame Ravelin
11362;Floriana;Floriana;Malta;Malta;Notre Dame Ravelin
12393;Floriana;Floriana;MALTA;Malta;Block H, Triq Antonio Maurizio Valperga
13305;Forto Asmara;Forto Asmara;Eritrea;Eritrea;PO Box 242, St. Denden Street 174, MOI Building,
13191;FR-59307 Valenciennes Cedex;Valenciennes;FRANCE;France;120 rue Marc Lefrancq, BP 20392
13496;Frisco, TX;Frisco;USA;United States of America;2611 Internet Blvd
11214;G' Mangia;Guardamangia;Malta;Malta;75 St Lukes Road
13047;Galatsi;Γαλάτσι;;Ελλάδα;Olympias 34
13412;Genova;Genoa;Italy;Italy;Via Mantovani 3/5
10143;Giza;Giza;Egypt;Egypt;51 Al Hejaz St
13279;Glika Nera;Γλυκά Νερά;Greece;Ελλάδα;77 Athinas Palados
1791;Glyfada;Γλυφάδα;;Ελλάδα;85, Vouliagmenis & M. Dimela, City Plaza Center
13377;Glyka Nera - Attica;Γλυκά Νερά;Greece;Ελλάδα;196 Leof. Lavriou ave
12261;Glyka Nera, Athens;Γλυκά Νερά;Greece;Ελλάδα;36, Marathonos Str
12651;gr. Blagoevgrad;Blagoevgrad;Bulgaria;Bulgaria;Treti Mart str 15
11847;GR-145 64 Kifissia;Κηφισιά;Greece;Ελλάδα;14th Km National Road 1
13491;Grand Harbour Valletta;Grand Harbour;Malta;Malta;MTC Block
7697;GRAND SACONNEX;Grand-Saconnex;SWITZERLAND;Switzerland;ANCIENNE ROUTE 17 A
9089;Guardamangia;Guardamangia;Malta;Malta;Charles Court, Level 1, St. Luke's Road
13794;Hague;Hague;Netherlands;Netherlands;Oude Waalsdorperweg 10 2597 AK
2408;Halandri;Χαλάνδρι;GR;Ελλάδα;Varnali
7845;Halandri;Χαλάνδρι;;Ελλάδα;1-3 Tzavella str
9517;Halandri;Χαλάνδρι;;Ελλάδα;Mesogeion 357-359
11594;Halandri;Χαλάνδρι;;Ελλάδα;16 Pentelis Ave
12453;Halandri;Χαλάνδρι;Greece;Ελλάδα;280 Kifissias Ave
13713;Halandri;Χαλάνδρι;;Ελλάδα;240-242 Kifissias Avenue
12713;Halkidiki;Χαλάνδρι;;Ελλάδα;Kassandra
